Extension,File_Size,Entropy,Mime_Type,Is_Executable,Threat
zip,60817488,7.41,application/zip,0,Suspicious
7z,16175252,4.78,application/x-7z-compressed,0,Suspicious
exe,41795333,6.33,application/x-dosexec,1,Malware
txt,1133870,2.41,text/plain,0,Benign
docx,4737831,2.14,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docx,5272912,4.72,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
dll,23538148,6.72,application/x-msdownload,1,Malware
bat,26767631,7.36,text/plain,1,Malware
jpg,5575874,3.1,image/jpeg,0,Benign
rar,35016033,4.49,application/x-rar-compressed,0,Suspicious
7z,69092595,6.83,application/x-7z-compressed,0,Suspicious
rar,54854178,4.55,application/x-rar-compressed,0,Suspicious
vbs,2658925,7.5,text/plain,1,Malware
png,6294863,4.91,image/png,0,Benign
7z,42059294,7.28,application/x-7z-compressed,0,Suspicious
scr,3645862,5.89,application/x-dosexec,1,Malware
vbs,33001611,6.09,text/plain,1,Malware
iso,74383039,7.12,application/x-iso9660-image,0,Suspicious
png,2305299,2.2,image/png,0,Benign
pptm,10138603,6.77,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
xlsx,6308032,3.09,application/vnd.ms-excel.sheet,0,Benign
dll,3802430,7.96,application/x-msdownload,1,Malware
png,4119876,1.34,image/png,0,Benign
ps1,18360304,5.16,text/plain,1,Malware
docx,633343,1.21,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
jpg,6605710,3.3,image/jpeg,0,Benign
vbs,31098179,5.91,text/plain,1,Malware
7z,44970011,4.26,application/x-7z-compressed,0,Suspicious
scr,41238291,7.54,application/x-dosexec,1,Malware
pptm,2246153,6.26,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
dll,29278846,6.84,application/x-msdownload,1,Malware
pptx,5415628,4.03,application/vnd.ms-powerpoint,0,Benign
bat,23338422,6.03,text/plain,1,Malware
7z,63874076,6.68,application/x-7z-compressed,0,Suspicious
pptm,24793315,7.35,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
zip,12427603,4.45,application/zip,0,Suspicious
txt,1877233,2.1,text/plain,0,Benign
xlsx,2413050,2.03,application/vnd.ms-excel.sheet,0,Benign
png,6493673,5.09,image/png,0,Benign
xlsx,5962922,4.73,application/vnd.ms-excel.sheet,0,Benign
csv,4902736,3.56,text/csv,0,Benign
jar,9310374,5.48,application/java-archive,1,Malware
docm,79748190,4.42,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
docx,7764721,2.18,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
rar,12799969,6.4,application/x-rar-compressed,0,Suspicious
jpg,7232605,1.49,image/jpeg,0,Benign
7z,14973482,5.9,application/x-7z-compressed,0,Suspicious
docm,10803004,5.07,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
txt,3168491,2.45,text/plain,0,Benign
gif,4165694,4.34,image/gif,0,Benign
csv,1662654,4.22,text/csv,0,Benign
scr,42792835,7.2,application/x-dosexec,1,Malware
csv,5063600,1.21,text/csv,0,Benign
pptx,354848,1.24,application/vnd.ms-powerpoint,0,Benign
iso,24966411,6.14,application/x-iso9660-image,0,Suspicious
vbs,20261549,6.61,text/plain,1,Malware
7z,12075827,7.27,application/x-7z-compressed,0,Suspicious
xlsx,1417861,5.82,application/vnd.ms-excel.sheet,0,Benign
xlsm,4638146,6.54,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pdf,6720968,2.83,application/pdf,0,Benign
jar,5610393,6.42,application/java-archive,1,Malware
xlsm,78177457,7.24,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pptm,27633290,7.37,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
xlsm,30436403,7.15,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
png,668452,3.02,image/png,0,Benign
jar,13291937,5.94,application/java-archive,1,Malware
exe,40203943,5.95,application/x-dosexec,1,Malware
scr,23748438,6.56,application/x-dosexec,1,Malware
iso,32293531,4.76,application/x-iso9660-image,0,Suspicious
7z,25741971,4.9,application/x-7z-compressed,0,Suspicious
ps1,7314854,7.08,text/plain,1,Malware
js,43765594,7.15,application/javascript,1,Malware
jar,29706135,5.99,application/java-archive,1,Malware
docm,37013985,4.22,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
rar,58780544,4.3,application/x-rar-compressed,0,Suspicious
jar,8235347,6.95,application/java-archive,1,Malware
pdf,59928,3.3,application/pdf,0,Benign
exe,5573497,5.44,application/x-dosexec,1,Malware
docx,2704461,4.52,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
apk,14974135,5.9,application/vnd.android.package-archive,1,Malware
iso,68117675,5.41,application/x-iso9660-image,0,Suspicious
xlsx,7637606,3.29,application/vnd.ms-excel.sheet,0,Benign
ps1,49699060,6.86,text/plain,1,Malware
pdf,1202933,1.28,application/pdf,0,Benign
dll,16061753,7.69,application/x-msdownload,1,Malware
csv,5550901,2.57,text/csv,0,Benign
pdf,1816993,3.39,application/pdf,0,Benign
png,2893355,4.75,image/png,0,Benign
dll,45677791,6.93,application/x-msdownload,1,Malware
gif,2027311,5.6,image/gif,0,Benign
pdf,2008837,1.81,application/pdf,0,Benign
txt,4160925,1.96,text/plain,0,Benign
iso,19002089,7.17,application/x-iso9660-image,0,Suspicious
txt,6731055,4.45,text/plain,0,Benign
csv,627264,4.2,text/csv,0,Benign
zip,6680189,4.46,application/zip,0,Suspicious
zip,38919072,5.98,application/zip,0,Suspicious
docx,2980519,2.99,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
rar,21597520,7.32,application/x-rar-compressed,0,Suspicious
gif,4198963,1.41,image/gif,0,Benign
gif,4902977,5.64,image/gif,0,Benign
7z,32388622,7.23,application/x-7z-compressed,0,Suspicious
7z,42140643,7.15,application/x-7z-compressed,0,Suspicious
xlsm,74723976,6.87,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jar,49409381,7.37,application/java-archive,1,Malware
jpg,3973607,3.6,image/jpeg,0,Benign
docx,1871638,2.03,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docm,2742829,6.35,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
txt,766796,3.92,text/plain,0,Benign
pptx,7740865,1.5,application/vnd.ms-powerpoint,0,Benign
pptx,2339087,3.04,application/vnd.ms-powerpoint,0,Benign
xlsm,9832716,3.87,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jar,39213913,7.13,application/java-archive,1,Malware
csv,5267423,1.4,text/csv,0,Benign
jar,5396354,5.09,application/java-archive,1,Malware
ps1,43751483,7.8,text/plain,1,Malware
7z,10190858,6.46,application/x-7z-compressed,0,Suspicious
vbs,37638961,6.13,text/plain,1,Malware
7z,49305849,7.04,application/x-7z-compressed,0,Suspicious
csv,2355574,4.74,text/csv,0,Benign
gif,2628503,4.44,image/gif,0,Benign
dll,49193686,6.51,application/x-msdownload,1,Malware
csv,808792,5.3,text/csv,0,Benign
docm,76688834,5.74,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
7z,31968935,4.34,application/x-7z-compressed,0,Suspicious
dll,40793304,6.97,application/x-msdownload,1,Malware
vbs,11611468,7.14,text/plain,1,Malware
jar,108136,6.8,application/java-archive,1,Malware
png,3920189,4.14,image/png,0,Benign
exe,9255056,6.36,application/x-dosexec,1,Malware
pptx,3670048,3.49,application/vnd.ms-powerpoint,0,Benign
js,13760309,5.56,application/javascript,1,Malware
vbs,4532759,6.62,text/plain,1,Malware
7z,10169556,6.5,application/x-7z-compressed,0,Suspicious
pptx,6251065,4.55,application/vnd.ms-powerpoint,0,Benign
dll,4479612,6.37,application/x-msdownload,1,Malware
docm,30940568,5.42,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
rar,64915660,6.81,application/x-rar-compressed,0,Suspicious
pptx,6604224,2.69,application/vnd.ms-powerpoint,0,Benign
rar,270000,7.42,application/x-rar-compressed,0,Suspicious
vbs,9174586,6.36,text/plain,1,Malware
jpg,3116309,1.36,image/jpeg,0,Benign
png,4277312,2.64,image/png,0,Benign
pptm,52828492,4.4,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
xlsx,4748439,3.42,application/vnd.ms-excel.sheet,0,Benign
pdf,2476094,4.43,application/pdf,0,Benign
rar,60113210,4.73,application/x-rar-compressed,0,Suspicious
rar,4164947,7.25,application/x-rar-compressed,0,Suspicious
pdf,7114229,2.76,application/pdf,0,Benign
pptm,41668452,4.54,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
exe,47468242,7.36,application/x-dosexec,1,Malware
png,3476987,4.48,image/png,0,Benign
vbs,23522699,7.87,text/plain,1,Malware
docx,4169297,1.77,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
jar,34966149,6.1,application/java-archive,1,Malware
iso,59166492,5.52,application/x-iso9660-image,0,Suspicious
js,37059829,4.95,application/javascript,1,Malware
pptx,6627101,4.72,application/vnd.ms-powerpoint,0,Benign
docm,8842346,7.31,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pdf,5619092,4.71,application/pdf,0,Benign
jpg,2153046,5.03,image/jpeg,0,Benign
pdf,3243207,2.92,application/pdf,0,Benign
bat,1163067,5.88,text/plain,1,Malware
zip,53486425,4.49,application/zip,0,Suspicious
zip,27914295,4.59,application/zip,0,Suspicious
xlsm,34994494,7.07,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsm,40996450,7.13,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsm,2959691,6.65,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
js,13515105,7.92,application/javascript,1,Malware
docm,29952286,4.53,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
txt,2682913,2.17,text/plain,0,Benign
scr,29477085,5.83,application/x-dosexec,1,Malware
js,14697854,6.05,application/javascript,1,Malware
js,7994824,7.96,application/javascript,1,Malware
rar,60481936,7.13,application/x-rar-compressed,0,Suspicious
apk,14776906,6.76,application/vnd.android.package-archive,1,Malware
docm,33024487,4.23,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
docx,5043780,1.27,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pptx,5514649,5.42,application/vnd.ms-powerpoint,0,Benign
7z,64226979,6.23,application/x-7z-compressed,0,Suspicious
pdf,2871755,4.77,application/pdf,0,Benign
zip,57446610,5.37,application/zip,0,Suspicious
dll,45955734,5.86,application/x-msdownload,1,Malware
pptx,4785821,2.3,application/vnd.ms-powerpoint,0,Benign
rar,27989432,4.55,application/x-rar-compressed,0,Suspicious
dll,32785443,7.29,application/x-msdownload,1,Malware
gif,2672491,3.78,image/gif,0,Benign
js,515301,6.45,application/javascript,1,Malware
ps1,39343457,6.07,text/plain,1,Malware
png,1916860,1.92,image/png,0,Benign
csv,1787577,3.38,text/csv,0,Benign
vbs,27742384,6.83,text/plain,1,Malware
pptm,74663674,6.48,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
xlsx,1395885,4.49,application/vnd.ms-excel.sheet,0,Benign
dll,9445084,4.89,application/x-msdownload,1,Malware
bat,28904296,7.59,text/plain,1,Malware
csv,5468357,1.73,text/csv,0,Benign
pptx,2076911,1.47,application/vnd.ms-powerpoint,0,Benign
js,25489489,7.14,application/javascript,1,Malware
png,7637900,2.52,image/png,0,Benign
jpg,253766,3.4,image/jpeg,0,Benign
pptm,31203358,5.68,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
zip,15930961,5.32,application/zip,0,Suspicious
jar,9736059,6.65,application/java-archive,1,Malware
zip,79480167,4.91,application/zip,0,Suspicious
iso,23631676,5.17,application/x-iso9660-image,0,Suspicious
docm,73451106,3.8,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
dll,18765999,6.27,application/x-msdownload,1,Malware
xlsx,2468721,3.83,application/vnd.ms-excel.sheet,0,Benign
pptx,6992346,2.68,application/vnd.ms-powerpoint,0,Benign
docx,7899243,3.2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
xlsx,4859080,2.79,application/vnd.ms-excel.sheet,0,Benign
7z,16374059,5.61,application/x-7z-compressed,0,Suspicious
iso,67176844,4.82,application/x-iso9660-image,0,Suspicious
xlsx,4116931,2.66,application/vnd.ms-excel.sheet,0,Benign
7z,71205335,4.22,application/x-7z-compressed,0,Suspicious
jar,36616566,7.14,application/java-archive,1,Malware
ps1,3917897,7.73,text/plain,1,Malware
bat,4357271,5.12,text/plain,1,Malware
scr,49246905,6.63,application/x-dosexec,1,Malware
apk,5787977,7.83,application/vnd.android.package-archive,1,Malware
vbs,40554809,7.19,text/plain,1,Malware
zip,50443050,5.94,application/zip,0,Suspicious
xlsx,2000795,1.74,application/vnd.ms-excel.sheet,0,Benign
jpg,1766641,3.02,image/jpeg,0,Benign
xlsm,23344780,6.56,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
docx,756898,1.43,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docx,6793367,6.1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
gif,3550812,4.79,image/gif,0,Benign
dll,43256114,7.62,application/x-msdownload,1,Malware
jpg,4688709,2.64,image/jpeg,0,Benign
docm,57939988,4.96,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
exe,38573790,7.07,application/x-dosexec,1,Malware
scr,47853885,5.92,application/x-dosexec,1,Malware
js,38436761,7.21,application/javascript,1,Malware
vbs,47648082,6.2,text/plain,1,Malware
xlsm,53131189,5.72,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
docx,5351627,2.42,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
xlsx,7132371,4.94,application/vnd.ms-excel.sheet,0,Benign
exe,25726255,5.58,application/x-dosexec,1,Malware
bat,3803441,6.49,text/plain,1,Malware
vbs,42005577,7.39,text/plain,1,Malware
pptm,70898889,6.11,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pdf,4907503,4.44,application/pdf,0,Benign
gif,5311922,2.98,image/gif,0,Benign
ps1,22693731,5.58,text/plain,1,Malware
pdf,6750354,2.55,application/pdf,0,Benign
txt,197438,4.36,text/plain,0,Benign
jpg,3627630,2.21,image/jpeg,0,Benign
xlsm,70319004,4.42,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
zip,11745402,6.95,application/zip,0,Suspicious
docx,4794888,3.05,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
dll,14997933,7.51,application/x-msdownload,1,Malware
txt,646269,3.13,text/plain,0,Benign
txt,7887414,3.62,text/plain,0,Benign
csv,6466684,3.31,text/csv,0,Benign
zip,66581688,5.72,application/zip,0,Suspicious
txt,6174644,2.7,text/plain,0,Benign
txt,4645908,3.02,text/plain,0,Benign
xlsx,5528695,4.43,application/vnd.ms-excel.sheet,0,Benign
pptm,12234289,6.56,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
xlsx,7430206,4.1,application/vnd.ms-excel.sheet,0,Benign
jpg,2721629,1.26,image/jpeg,0,Benign
7z,49652867,7.38,application/x-7z-compressed,0,Suspicious
js,4877242,6.38,application/javascript,1,Malware
pptx,2478250,2.37,application/vnd.ms-powerpoint,0,Benign
jar,27330743,7.33,application/java-archive,1,Malware
docx,5598343,4.2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
xlsm,34225768,4.46,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsm,56364096,4.19,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
txt,5374330,2.52,text/plain,0,Benign
xlsx,4611673,2.23,application/vnd.ms-excel.sheet,0,Benign
pptm,55601434,4.85,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
xlsm,76713788,5.86,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
dll,4011902,5.97,application/x-msdownload,1,Malware
jpg,321950,3.19,image/jpeg,0,Benign
bat,4230753,5.86,text/plain,1,Malware
zip,74152649,5.33,application/zip,0,Suspicious
iso,29521304,5.01,application/x-iso9660-image,0,Suspicious
ps1,40628264,7.35,text/plain,1,Malware
xlsx,384185,1.76,application/vnd.ms-excel.sheet,0,Benign
gif,1487474,1.34,image/gif,0,Benign
scr,29281321,7.83,application/x-dosexec,1,Malware
gif,5816999,2.85,image/gif,0,Benign
pptm,588957,6,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
csv,1706451,4.58,text/csv,0,Benign
png,5901430,3.46,image/png,0,Benign
jpg,7787398,1.56,image/jpeg,0,Benign
7z,57279701,4.23,application/x-7z-compressed,0,Suspicious
rar,29126030,3.93,application/x-rar-compressed,0,Suspicious
7z,48783151,4.19,application/x-7z-compressed,0,Suspicious
scr,100076,7.45,application/x-dosexec,1,Malware
gif,5218856,2.74,image/gif,0,Benign
docx,6816369,2.52,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
ps1,5858505,7.9,text/plain,1,Malware
pptx,4818724,1.94,application/vnd.ms-powerpoint,0,Benign
dll,6736834,6.57,application/x-msdownload,1,Malware
docx,3362848,1.93,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
dll,22541688,5.35,application/x-msdownload,1,Malware
txt,4285921,4.46,text/plain,0,Benign
xlsx,7235970,4.42,application/vnd.ms-excel.sheet,0,Benign
jar,36676075,7.03,application/java-archive,1,Malware
csv,5053433,1.98,text/csv,0,Benign
xlsm,10360627,7.11,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
7z,36546109,6.12,application/x-7z-compressed,0,Suspicious
exe,44612575,6.4,application/x-dosexec,1,Malware
iso,4812102,7.16,application/x-iso9660-image,0,Suspicious
bat,19587973,5.58,text/plain,1,Malware
pdf,651658,3.43,application/pdf,0,Benign
txt,6734825,5.29,text/plain,0,Benign
exe,16865701,6.79,application/x-dosexec,1,Malware
apk,46690819,6.71,application/vnd.android.package-archive,1,Malware
js,44605943,6.94,application/javascript,1,Malware
dll,37095106,6.94,application/x-msdownload,1,Malware
zip,32998238,6.93,application/zip,0,Suspicious
pptm,59167880,5.86,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pptx,3973323,1.27,application/vnd.ms-powerpoint,0,Benign
7z,29046170,6.87,application/x-7z-compressed,0,Suspicious
zip,66704960,6.83,application/zip,0,Suspicious
pdf,4260002,4.73,application/pdf,0,Benign
apk,33779623,7.37,application/vnd.android.package-archive,1,Malware
png,3886887,4.6,image/png,0,Benign
gif,2568148,4.67,image/gif,0,Benign
xlsm,75985982,6.85,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pptx,4243843,3.58,application/vnd.ms-powerpoint,0,Benign
xlsm,71094036,4.69,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pdf,3998424,2.18,application/pdf,0,Benign
docm,44215480,5.68,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
dll,29559062,7.95,application/x-msdownload,1,Malware
docm,17411046,5.43,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pdf,1131968,4.21,application/pdf,0,Benign
zip,10322692,3.94,application/zip,0,Suspicious
csv,1876851,3.31,text/csv,0,Benign
docx,6409282,3.48,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
rar,59202391,4.16,application/x-rar-compressed,0,Suspicious
exe,7622041,5.94,application/x-dosexec,1,Malware
csv,4927463,4.69,text/csv,0,Benign
iso,26113070,3.82,application/x-iso9660-image,0,Suspicious
jar,43422613,5.96,application/java-archive,1,Malware
dll,24152908,7.06,application/x-msdownload,1,Malware
7z,34208902,6.73,application/x-7z-compressed,0,Suspicious
csv,6371222,2.24,text/csv,0,Benign
exe,43286477,6.63,application/x-dosexec,1,Malware
zip,39704970,4.18,application/zip,0,Suspicious
xlsm,58930059,5.83,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pptx,5106120,2.98,application/vnd.ms-powerpoint,0,Benign
txt,207046,3.16,text/plain,0,Benign
docm,27074654,6.49,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsm,20330489,6.24,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
txt,6608168,4.56,text/plain,0,Benign
js,9361294,6.6,application/javascript,1,Malware
docx,5685367,2.19,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
exe,44418217,6.08,application/x-dosexec,1,Malware
docm,64373493,7.23,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pptm,21207371,7.07,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
rar,46590297,6.31,application/x-rar-compressed,0,Suspicious
rar,51871831,6,application/x-rar-compressed,0,Suspicious
xlsx,5722988,3.3,application/vnd.ms-excel.sheet,0,Benign
xlsm,25507877,7.27,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
png,7908970,4.66,image/png,0,Benign
rar,65043587,7.5,application/x-rar-compressed,0,Suspicious
xlsx,4829923,1.29,application/vnd.ms-excel.sheet,0,Benign
xlsx,7149934,4.07,application/vnd.ms-excel.sheet,0,Benign
rar,38013458,6.84,application/x-rar-compressed,0,Suspicious
exe,4789710,7.94,application/x-dosexec,1,Malware
scr,36303177,6.25,application/x-dosexec,1,Malware
gif,3450689,3.38,image/gif,0,Benign
rar,50572200,4,application/x-rar-compressed,0,Suspicious
scr,24774765,7.92,application/x-dosexec,1,Malware
txt,6262114,3.79,text/plain,0,Benign
xlsx,7045488,2.54,application/vnd.ms-excel.sheet,0,Benign
apk,7206479,6.17,application/vnd.android.package-archive,1,Malware
gif,3134979,2.51,image/gif,0,Benign
png,6833269,1.61,image/png,0,Benign
iso,62812894,5.54,application/x-iso9660-image,0,Suspicious
rar,11578886,4.46,application/x-rar-compressed,0,Suspicious
iso,5256818,6.02,application/x-iso9660-image,0,Suspicious
pptx,4955285,2.57,application/vnd.ms-powerpoint,0,Benign
pptm,9078973,4,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
dll,28738301,7.58,application/x-msdownload,1,Malware
gif,2655806,4.34,image/gif,0,Benign
scr,11947773,6.34,application/x-dosexec,1,Malware
jpg,1502953,5.96,image/jpeg,0,Benign
xlsm,62575379,7.12,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
js,39616014,6.39,application/javascript,1,Malware
gif,5169090,3.5,image/gif,0,Benign
gif,242436,6.27,image/gif,0,Benign
pdf,4360289,5.19,application/pdf,0,Benign
rar,20345793,6.99,application/x-rar-compressed,0,Suspicious
docx,2973419,4.63,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docm,54891400,3.96,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsx,7076498,4.38,application/vnd.ms-excel.sheet,0,Benign
dll,28412724,5.31,application/x-msdownload,1,Malware
js,34828488,6.14,application/javascript,1,Malware
jpg,97195,4.15,image/jpeg,0,Benign
pptx,7445728,6.15,application/vnd.ms-powerpoint,0,Benign
dll,45579329,5.97,application/x-msdownload,1,Malware
docm,7253018,7.04,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pdf,2552306,2.12,application/pdf,0,Benign
jpg,542305,3.29,image/jpeg,0,Benign
docm,45841480,7.19,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
jpg,3507392,5.12,image/jpeg,0,Benign
xlsm,76657548,6.77,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
png,2803732,5.51,image/png,0,Benign
js,31046806,6.28,application/javascript,1,Malware
7z,453315,4.13,application/x-7z-compressed,0,Suspicious
pptm,60274249,5.54,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
rar,44692532,4.03,application/x-rar-compressed,0,Suspicious
7z,75415074,5.6,application/x-7z-compressed,0,Suspicious
xlsm,17813386,4.02,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
bat,44373938,7.3,text/plain,1,Malware
pptm,58098962,4.54,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
dll,14541744,7.71,application/x-msdownload,1,Malware
docm,42846853,5.06,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsx,7121431,4.73,application/vnd.ms-excel.sheet,0,Benign
docx,1493752,4.25,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
7z,35720565,5.92,application/x-7z-compressed,0,Suspicious
png,6612995,4.24,image/png,0,Benign
txt,989615,2.75,text/plain,0,Benign
png,5863128,4.06,image/png,0,Benign
png,7116886,4.88,image/png,0,Benign
csv,5114872,2.72,text/csv,0,Benign
rar,73650844,5.71,application/x-rar-compressed,0,Suspicious
pptm,10097908,7.26,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
7z,64429444,5.24,application/x-7z-compressed,0,Suspicious
txt,2018373,6.27,text/plain,0,Benign
zip,59959857,5.25,application/zip,0,Suspicious
png,845655,4.14,image/png,0,Benign
png,4049231,4.13,image/png,0,Benign
pdf,3735365,2.91,application/pdf,0,Benign
scr,22689610,7.56,application/x-dosexec,1,Malware
jar,29145462,7.44,application/java-archive,1,Malware
vbs,29226550,6.72,text/plain,1,Malware
csv,3076012,5.14,text/csv,0,Benign
docx,3144073,1.9,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
7z,31568428,4.42,application/x-7z-compressed,0,Suspicious
jar,26647561,6.58,application/java-archive,1,Malware
bat,12263449,6.27,text/plain,1,Malware
docm,38812419,4.34,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
jpg,2595647,3.95,image/jpeg,0,Benign
apk,20035269,6.74,application/vnd.android.package-archive,1,Malware
7z,5892399,6.14,application/x-7z-compressed,0,Suspicious
docm,69257178,4.01,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsx,7579563,4.01,application/vnd.ms-excel.sheet,0,Benign
ps1,47447733,6.42,text/plain,1,Malware
iso,41278659,7.02,application/x-iso9660-image,0,Suspicious
7z,53211789,5.83,application/x-7z-compressed,0,Suspicious
gif,2979008,2.98,image/gif,0,Benign
pptm,60590139,6.37,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
jpg,1366196,2.44,image/jpeg,0,Benign
docm,36369069,4.26,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
csv,2077668,4.07,text/csv,0,Benign
exe,47207987,7.3,application/x-dosexec,1,Malware
ps1,21794679,6.38,text/plain,1,Malware
zip,28427592,6.61,application/zip,0,Suspicious
xlsm,46669682,6.14,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsm,24644338,5.67,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
gif,4330293,5.8,image/gif,0,Benign
7z,1487052,7.34,application/x-7z-compressed,0,Suspicious
rar,24931334,5.59,application/x-rar-compressed,0,Suspicious
iso,52357832,7.43,application/x-iso9660-image,0,Suspicious
jpg,136870,5.07,image/jpeg,0,Benign
docm,15723022,3.91,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
js,16923929,5.74,application/javascript,1,Malware
jar,20032031,6.99,application/java-archive,1,Malware
exe,24898569,6.18,application/x-dosexec,1,Malware
rar,74258525,5.63,application/x-rar-compressed,0,Suspicious
xlsx,6886937,3.77,application/vnd.ms-excel.sheet,0,Benign
7z,56186846,4.87,application/x-7z-compressed,0,Suspicious
csv,4359105,1.68,text/csv,0,Benign
gif,5129919,3.44,image/gif,0,Benign
txt,5185046,4.36,text/plain,0,Benign
rar,39243740,6.61,application/x-rar-compressed,0,Suspicious
gif,4000649,3.13,image/gif,0,Benign
